film_title,bechdel_test,male_rating,male_num_reviews,female_rating,female_num_reviews,majority_reviewer_gender,gender_who_preferred,large_diff
Thir13en Ghosts,fail,5.4,35047,5.9,9794,male,female,TRUE
Training Day,fail,7.7,182877,7.4,19493,male,male,FALSE
Valentine,fail,4.5,10803,5.1,3574,male,female,TRUE
Vanilla Sky,fail,7,116129,6.6,27704,male,male,TRUE
Waiting For Godot,fail,7.7,429,7.7,93,male,equal,FALSE
Waking Life,pass,7.8,25565,7.8,5802,male,equal,FALSE
War Bride,pass,6.7,386,7.3,314,male,female,TRUE
The Wedding Planner,pass,4.7,18586,5.6,21205,female,female,TRUE
Wet Hot American Summer,pass,6.7,13657,6.9,3445,male,female,FALSE
The Hexer,pass,3.4,801,3.7,145,male,female,TRUE
Wit,pass,8,3326,8.3,1716,male,female,TRUE
Y tu mama tambien,fail,7.7,49489,7.6,15072,male,male,FALSE
Zaion: I Wish You Were Here,pass,5.8,13,6.3,4,male,female,TRUE
Zoolander,pass,6.6,100538,6.6,25036,male,equal,FALSE
28 Days,pass,5.7,13779,6.3,9013,male,female,TRUE
The 6th Day,pass,5.9,65176,5.7,6298,male,male,FALSE
A Good Baby,pass,6.5,121,7.7,81,male,female,TRUE
Almost Famous,pass,8,104800,7.9,33497,male,male,FALSE
Alvin and the Chipmunks Meet the Wolfman,pass,6.5,291,7.4,157,male,female,TRUE
American Psycho,fail,7.6,188057,7.5,41656,male,male,FALSE
An Extremely Goofy Movie,fail,6.2,2213,6.5,850,male,female,FALSE
Baise-Moi,pass,4.5,9108,4.7,1218,male,female,FALSE
Bamboozlee,fail,6.4,5023,6.5,1047,male,female,FALSE
Batman Beyond: Return of the Joker,pass,7.8,8410,7.8,699,male,equal,FALSE
Battle Royale,pass,7.8,84827,7.9,14222,male,female,FALSE
The Beach,fail,6.6,88476,6.5,24437,male,male,FALSE
Beautiful Creatures,pass,5.9,1685,6.2,466,male,female,FALSE
Best in Show,pass,7.5,24324,7.6,7261,male,female,FALSE
Billy Elliot,pass,7.6,44361,8,22769,male,female,TRUE
Blinkende lygter ('Flickering Lights'),fail,7.7,7838,7.8,1306,male,female,FALSE
Boiler Room,fail,7,25129,6.9,3457,male,male,FALSE
Bread and Roses,pass,7.1,2362,7.1,731,male,equal,FALSE
Bring It On,pass,5.6,28461,6.4,18476,male,female,TRUE
Cast Away,fail,7.7,201684,7.6,43439,male,male,FALSE
Cecil B. Demented,pass,6.1,6384,6.4,1527,male,female,TRUE
The Cell,fail,6.3,43889,6.4,10994,male,female,FALSE
Center Stage,pass,5.9,3694,7.1,6973,female,female,TRUE
Charlie's Angels,pass,5.4,77789,5.9,22911,male,female,TRUE
Cherry Falls,pass,4.9,5040,5.2,1542,male,female,FALSE
Chicken Run,pass,7.1,68759,7,19898,male,male,FALSE
Chocolat,pass,7.2,61093,7.6,42169,male,female,TRUE
The Circle,pass,7.4,2473,7.5,540,male,female,FALSE
Coyote Ugly,pass,5.3,39860,6.1,22978,male,female,TRUE
Dancer in the Dark,pass,8,39080,8.1,13176,male,female,FALSE
Dancing at the Blue Iguana,pass,5.7,1813,6.4,441,male,female,TRUE
The Dish,pass,7.2,6828,7.4,1463,male,female,FALSE
Dragonheart: A New Beginning,fail,4.4,1673,5.1,399,male,female,TRUE
Dude Where's My Car,fail,5.5,69337,5.3,13617,male,male,FALSE
Dune,pass,7.1,8534,7.3,1528,male,female,FALSE
The Emperor's New Groove,pass,7.2,53931,7.6,24141,male,female,TRUE
Erin Brockovich,pass,7.2,60980,7.5,27829,male,female,FALSE
Fa yeung nin wa (In the Mood for Love),pass,8.1,35968,8.2,11442,male,female,FALSE
Final Destination,fail,6.8,98512,6.8,22726,male,equal,FALSE
The Gift,pass,6.6,26149,6.8,8173,male,female,FALSE
Ginger Snaps,pass,6.8,16815,7,5972,male,female,FALSE
Girlfight,fail,6.8,4006,7.3,1535,male,female,TRUE
Gladiator,fail,8.6,476510,8.3,90393,male,male,FALSE
The Gleaners and I,pass,7.5,1806,7.8,470,male,female,FALSE
Gone in Sixty Seconds,fail,6.4,128279,6.4,19737,male,equal,FALSE
Greenfingers,pass,6.7,2122,7.3,1097,male,female,TRUE
Gundam Wing: The Movie - Endless Waltz,pass,8,1047,8.2,158,male,female,FALSE
Hellraiser: Inferno,fail,5.6,6338,5.6,739,male,equal,FALSE
High Fidelity,fail,7.6,76630,7.5,20461,male,male,FALSE
Hollow Man,pass,5.7,63001,5.5,9032,male,male,FALSE
If These Walls Could Talk 2,pass,6.5,1473,7.6,2150,female,female,TRUE
Is It Fall Yet,pass,8,894,8.2,546,male,female,FALSE
The Isle,fail,7.1,6168,7.1,1114,male,equal,FALSE
Italian for Beginners,pass,7.1,6206,7.2,1901,male,female,FALSE
J.S.A.: Joint Security Area,fail,7.9,11758,8,1294,male,female,FALSE
Joseph: King of Dreams,pass,6.3,2559,6.8,1630,male,female,TRUE
Kao (Face),pass,7,180,7.9,45,male,female,TRUE
Kevin & Perry Go Large,pass,5.2,6108,5.1,898,male,male,FALSE
La comunidad,pass,7.3,4278,7.6,874,male,female,FALSE
Life-Size,pass,5.1,1507,5.7,2765,female,female,TRUE
The Little Mermaid 2: Return to the Sea,pass,5,2945,6,3740,female,female,TRUE
Little Nicky,fail,5.3,45146,5.3,10341,male,equal,FALSE
Love & Basketball,pass,6.9,5037,7.7,3699,male,female,TRUE
Malena,pass,7.5,35071,7.6,8516,male,female,FALSE
The Man Who Cried,pass,6,4732,6.7,4373,equal,female,TRUE
Meet the Parents,fail,7,139110,6.8,37150,male,male,FALSE
Memento,fail,8.6,433751,8.3,87583,male,male,FALSE
Miss Congeniality,pass,5.8,56461,6.7,29754,male,female,TRUE
Mission to Mars,fail,5.5,36531,5.5,4269,male,equal,FALSE
Mr. Accident,pass,4.1,542,4.4,98,male,female,TRUE
O Brother Where Art Thou?,fail,7.8,122272,7.8,23713,male,equal,FALSE
Ordinary Decent Criminal,fail,6.4,6667,6.6,1028,male,female,FALSE
The Patriot,pass,7.1,116853,7.2,20316,male,female,FALSE
Picture Claire,pass,5.6,498,6.1,119,male,female,TRUE
Pitch Black,pass,7.1,120176,7.2,16699,male,female,FALSE
Pokemon: The Movie 2000,fail,5.6,7009,5.9,1646,male,female,TRUE
Red Planet,fail,5.6,29587,5.7,3298,male,female,FALSE
Remember the Titans,pass,7.7,89987,7.9,18925,male,female,FALSE
Requiem for a Dream,pass,8.4,286140,8.4,75318,male,equal,FALSE
Return to Me,pass,6.8,6246,7.1,4811,male,female,FALSE
Ring 0: Birthday,pass,6.1,3728,6.5,857,male,female,TRUE
The Road to El Dorado,fail,6.7,22562,7.1,10399,male,female,TRUE
Romeo Must Die,fail,6,35431,6.1,4584,male,female,FALSE
Rugrats in Paris:,pass,5.8,3509,6.5,1488,male,female,TRUE
Saving Grace,pass,6.8,7540,7.4,2832,male,female,TRUE
Scream 3,pass,5.4,53046,5.7,11836,male,female,FALSE
Sexy Beast,fail,7.3,25574,7.1,2833,male,male,FALSE
Shanghai Noon,fail,6.6,55520,6.6,8297,male,equal,FALSE
Snatch.,fail,8.4,327206,8.1,49887,male,male,TRUE
Something Between Us,pass,4.6,10,4.7,6,male,female,FALSE
Songcatcher,pass,7.1,1210,7.5,801,male,female,TRUE
Sordid Lives,pass,7,1302,7.2,333,male,female,FALSE
Thirteen days,fail,7.3,27879,7.2,3160,male,male,FALSE
Titan A.E.,pass,6.6,32695,6.8,5052,male,female,FALSE
Together,pass,7.5,9355,7.5,2692,male,equal,FALSE
Tully,fail,7.3,887,7.7,352,male,female,TRUE
Unbreakable,fail,7.3,146105,6.9,22478,male,male,TRUE
Urbania,fail,7,1574,7.1,326,male,female,FALSE
Vertical Limit,fail,5.8,29445,6,4429,male,female,FALSE
The Way of the Gun,fail,6.8,17491,6.5,1841,male,male,FALSE
What Lies Beneath,pass,6.5,51562,6.7,16303,male,female,FALSE
What Women Want,fail,6.4,79540,6.4,28905,male,equal,FALSE
What's Cooking?,pass,6.9,852,7.3,561,male,female,TRUE
Where the Heart Is,pass,6.4,8953,7.2,10321,female,female,TRUE
The Whole Nine Yards,pass,6.7,52847,6.8,10254,male,female,FALSE
Wo hu cang long (Crouching Tiger Hidden Dragon),pass,7.9,126631,7.9,25684,male,equal,FALSE
X-Men,fail,7.4,215941,7.6,44624,male,female,FALSE
10 Things I Hate About You,pass,6.9,77293,7.7,63899,male,female,TRUE
The 13th Warrior,pass,6.6,65547,6.5,9496,male,male,FALSE
The 4th Floor,pass,5.6,2084,5.8,542,male,female,FALSE
6ixtynin9,pass,7.2,1060,7,175,male,male,FALSE
8MM,fail,6.5,64535,6.4,10111,male,male,FALSE
A Midsummer Night's Dream,fail,6.3,8864,6.8,6494,male,female,TRUE
American Beauty,pass,8.5,400150,8.2,112582,male,male,TRUE
American Pie,fail,7.1,177715,6.6,39044,male,male,TRUE
Analyze This,fail,6.7,72258,6.6,13693,male,male,FALSE
Anna and the King,fail,6.5,13077,7,8900,male,female,TRUE
Annie,pass,6.4,1092,6.9,1291,female,female,TRUE
Anywhere But Here,pass,6,5742,6.3,4514,male,female,FALSE
Austin Powers: The Spy Who Shagged Me,fail,6.7,102477,6.3,19027,male,male,TRUE
Being John Malkovich,pass,7.8,137622,7.7,32994,male,male,FALSE
Better Than Chocolate,pass,6,2102,6.7,2168,equal,female,TRUE
The Big Kahuna,fail,6.7,6984,6.6,1262,male,male,FALSE
Black and White,pass,5.1,2777,4.9,749,male,male,FALSE
The Blair Witch Project,pass,6.4,99617,6.1,23026,male,male,TRUE
Blast from the Past,pass,6.5,24366,6.6,8779,male,female,FALSE
Blue Streak,fail,6.2,38725,6.2,4143,male,equal,FALSE
The Boondock Saints,fail,7.9,130316,8.2,20296,male,female,FALSE
Boys Don't Cry,pass,7.5,34788,7.9,17755,male,female,TRUE
But I'm a Cheerleader,pass,6.2,6780,6.9,6674,equal,female,TRUE
Carrie 2: The Rage,pass,4.4,6593,4.8,2482,male,female,TRUE
The Cider House Rules,fail,7.4,39237,7.4,15345,male,equal,FALSE
Cruel Intentions,pass,6.7,69500,7.2,35208,male,female,TRUE
Dick,pass,6.1,7989,6.4,3175,male,female,TRUE
Dogma,pass,7.3,102310,7.5,23734,male,female,FALSE
Double Platinum,pass,5.6,180,6,133,male,female,TRUE
Drop Dead Gorgeous,pass,6.4,11905,6.7,7159,male,female,FALSE
Election,pass,7.3,38663,7,11758,male,male,FALSE
eXistenZ,fail,6.9,45210,6.7,7079,male,male,FALSE
Eyes Wide Shut,pass,7.4,122539,6.7,27049,male,male,TRUE
Fight Club,fail,8.9,636922,8.8,142560,male,male,FALSE
Flawless,fail,6.3,7811,6.8,2020,male,female,TRUE
For Love of the Game,fail,6.5,15188,6.4,2608,male,male,FALSE
Galaxy Quest,fail,7.2,67866,7.5,14849,male,female,FALSE
Ghost Dog: The Way of the Samurai,fail,7.6,43716,7.5,4830,male,male,FALSE
Gigantics,fail,7.9,1907,7.3,257,male,male,TRUE
Girl Interrupted,pass,7.1,45155,7.7,37154,male,female,TRUE
Go!,pass,7.3,34312,7.2,7250,male,male,FALSE
The Green Mile,fail,8.5,346825,8.6,84855,male,female,FALSE
The Haunting,pass,4.7,30531,5.2,9344,male,female,TRUE
Holy Smoke,pass,5.8,6302,6.1,1982,male,female,FALSE
Inferno,fail,5,4677,4.8,374,male,male,FALSE
The Iron Giant,fail,7.9,66964,7.9,14796,male,equal,FALSE
Jawbreaker,pass,5,6988,6,4803,male,female,TRUE
Kikujiro,fail,7.9,8362,8,1519,male,female,FALSE
The Magical Legend of the Leprechauns,pass,6.6,987,7.7,1065,equal,female,TRUE
Magnolia,fail,8.1,141126,7.7,29147,male,male,TRUE
Man on the Moon,fail,7.5,60445,7.3,9455,male,male,FALSE
The Matrix,pass,8.8,602008,8.4,114600,male,male,TRUE
Memento Mori,pass,6.6,1394,7,531,male,female,TRUE
The Mummy,fail,6.9,172795,7.2,42974,male,female,FALSE
Muppets From Space,pass,6.2,8064,6.4,2091,male,female,FALSE
Mystery Men,fail,6,31875,6,5902,male,equal,FALSE
Never Been Kissed,pass,5.6,21589,6.5,24776,female,female,TRUE
New Waterford Girl,pass,7,739,7.4,406,male,female,TRUE
Not One Less (Yi ge dou bu neng shao),pass,7.8,3798,7.7,917,male,male,FALSE
Notting Hill,pass,6.9,80875,7.1,47756,male,female,FALSE
Office Space,fail,7.9,116825,7.7,21483,male,male,FALSE
The Other Sister,pass,6.1,3829,6.8,3312,male,female,TRUE
Payback,fail,7.1,71370,6.7,7070,male,male,TRUE
Pocket Monsters: Mewtwo Strikes Back!,fail,5.4,15606,5.9,3246,male,female,TRUE
Ravenous,fail,7.1,16568,7.2,2830,male,female,FALSE
Redball,pass,5,91,6.3,17,male,female,TRUE
Ring 2 (Ringu 2),pass,6,5299,6.1,1067,male,female,FALSE
Shojo kakumei Utena: Adolescence mokushiroku,pass,7,329,7.5,228,male,female,TRUE
The Sixth Sense,pass,8.2,342245,8.2,95787,male,equal,FALSE
Sleepy Hollow,pass,7.4,133488,7.6,44011,male,female,FALSE
Sonnenallee,fail,6.8,2588,7.1,696,male,female,FALSE
South Park: Bigger Longer & Uncut,pass,7.8,92903,7.5,13881,male,male,FALSE
Splendor,pass,5.7,1379,6.4,444,male,female,TRUE
Star Wars: Episode I - The Phantom Menace,pass,6.5,271607,6.6,43714,male,female,FALSE
Stuart Little,fail,5.8,43373,6,16704,male,female,FALSE
The Talented Mr. Ripley,pass,7.3,69147,7.4,21421,male,female,FALSE
Tarzan,fail,7.1,52637,7.4,22867,male,female,TRUE
Teaching Mrs. Tingle,pass,5.1,8732,5.3,3163,male,female,FALSE
Things You Can Tell Just by Looking at Her,pass,6.5,2581,6.7,1505,male,female,FALSE
Three to Tango,fail,6,8371,6,2838,male,equal,FALSE
Titus,pass,7.2,9458,7.5,2462,male,female,FALSE
Todo sobre mi madre (All About My Mother),pass,7.9,33917,8.1,13450,male,female,FALSE
Topsy-Turvy,pass,7.3,5258,7.3,1232,male,equal,FALSE
Toy Story 2,fail,8,188695,7.8,48495,male,male,FALSE
Virus,pass,4.8,13740,4.7,1624,male,male,FALSE
Why Not Me?,pass,6.7,344,7.1,183,male,female,TRUE
Wild Wild West,fail,4.7,78212,4.8,13136,male,female,FALSE
Wing Commander,fail,4,9066,4.1,998,male,female,FALSE
Wives and Daughters,pass,8.1,817,8.3,2524,female,female,FALSE
54,fail,5.7,15755,5.8,3952,male,female,FALSE
A Bug's Life,pass,7.2,104492,7.3,32068,male,female,FALSE
American History X,fail,8.6,399829,8.6,80188,male,equal,FALSE
Apt Pupil,fail,6.7,17017,6.7,2871,male,equal,FALSE
Armageddon,fail,6.5,178499,6.9,35805,male,female,TRUE
The Avengers,pass,3.6,20704,3.9,3562,male,female,FALSE
BASEketball,fail,6.6,32473,6.3,3083,male,male,FALSE
Beloved,pass,5.7,2840,6.3,1395,male,female,TRUE
The Big Lebowski,fail,8.3,284647,7.9,44117,male,male,TRUE
Black Cat White Cat,pass,8.2,21870,8.3,5462,male,female,FALSE
Blade,fail,7.1,108303,7,15233,male,male,FALSE
Bride of Chucky,fail,5.3,21854,5.3,5285,male,equal,FALSE
Buffalo '66,fail,7.5,19743,7.7,5420,male,female,FALSE
Central Station,pass,8,16104,8,4327,male,equal,FALSE
Dancing at Lughnasa,pass,6.2,1305,6.6,656,male,female,TRUE
Dark City,fail,7.8,93846,7.7,11605,male,male,FALSE
Dark Harbor,fail,5.3,463,6.9,840,female,female,TRUE
Deep Impact,pass,6.1,80763,6.2,13311,male,female,FALSE
The Dinner Game,fail,7.7,16059,7.7,4054,male,equal,FALSE
Disturbing Behavior,fail,5.4,8648,5.7,2923,male,female,FALSE
The Dreamlife of Angels,pass,7.5,3494,7.8,1030,male,female,FALSE
Elizabeth,pass,7.4,33683,7.8,18822,male,female,TRUE
Enemy of the State,fail,7.3,116918,7.2,13861,male,male,FALSE
Ever After,pass,6.4,16128,7.4,24108,female,female,TRUE
The Faculty,pass,6.4,53119,6.5,12484,male,female,FALSE
Fear and Loathing in Las Vegas,fail,7.8,124943,7.6,24295,male,male,FALSE
Festen (The Celebration),pass,8.2,36585,8,7376,male,male,FALSE
Future Sport,fail,4.1,1508,5.5,157,male,female,TRUE
Get Real,fail,7.7,5302,7.7,1873,male,equal,FALSE
Gia,pass,6.7,11517,7.5,9143,male,female,TRUE
Glasblasarns barn,pass,5.9,470,6.8,228,male,female,TRUE
Godzilla,pass,5.3,90475,5.2,10690,male,male,FALSE
Halloween H20: 20 Years Later,pass,5.6,27093,5.6,5773,male,equal,FALSE
Happiness,pass,7.8,31234,7.7,7154,male,male,FALSE
Hideous Kinky,pass,6,2409,6.5,1241,male,female,TRUE
High Art,pass,6.6,3243,7,2423,male,female,TRUE
Hope Floats,pass,5.3,5852,6.3,6356,equal,female,TRUE
The Idiots,pass,6.9,13020,6.9,2609,male,equal,FALSE
The Last Days of Disco,pass,6.6,5066,6.4,1399,male,male,FALSE
The Lion King 2: Simba's Pride,pass,6.1,16831,7,8859,male,female,TRUE
Little Voice,pass,7,6447,7.2,3010,male,female,FALSE
Lock Stock and Two Smoking Barrels,fail,8.3,233553,8.1,31720,male,male,FALSE
Lost in Space,pass,5,34900,5,4803,male,equal,FALSE
Love & Pop,pass,7.4,386,7.1,88,male,male,TRUE
The Man in the Iron Mask,fail,6.3,61615,6.7,21129,male,female,TRUE
The Mask of Zorro,fail,6.7,72644,6.9,18114,male,female,FALSE
Mercury Rising,fail,6,33233,6.2,4409,male,female,FALSE
Moby Dick,fail,6.6,1840,6.4,234,male,male,FALSE
Mulan,pass,7.2,59225,8,34438,male,female,TRUE
The Negotiator,fail,7.3,66544,7.2,7672,male,male,FALSE
The Opposite of Sex,pass,6.5,9822,6.6,2788,male,female,FALSE
Out of Sight,fail,7.1,41916,6.9,7661,male,male,FALSE
The Parent Trap,pass,6,27225,6.8,23530,male,female,TRUE
Perfect Blue,pass,7.8,12217,7.7,2418,male,male,FALSE
Phantoms,pass,5.3,9400,5.3,1513,male,equal,FALSE
Pi,fail,7.5,86423,7.5,13300,male,equal,FALSE
Pleasantville,pass,7.5,52094,7.6,18960,male,female,FALSE
Practical Magic,pass,5.5,17521,6.7,20160,female,female,TRUE
Primary Colors,pass,6.7,13784,6.6,2595,male,male,FALSE
The Prince of Egypt,fail,6.8,39957,7.2,18706,male,female,TRUE
The Proposition,fail,6,824,6.7,471,male,female,TRUE
Quest for Camelot,pass,5.7,4254,6.8,2851,male,female,TRUE
Rasen,fail,5.3,1061,5.7,261,male,female,TRUE
The Red Violin,pass,7.7,13575,8,4907,male,female,FALSE
Ring (Ringu),pass,7.3,28073,7.4,6309,male,female,FALSE
Rounders,fail,7.4,78231,7,8403,male,male,TRUE
Run Lola Run,fail,7.8,92719,7.9,22270,male,female,FALSE
Rush Hour,pass,6.9,107072,6.9,15586,male,equal,FALSE
Rushmore,fail,7.8,71758,7.7,15205,male,male,FALSE
Safe Men,fail,6,1725,6.2,315,male,female,FALSE
Saving Private Ryan,fail,8.6,443277,8.1,67294,male,male,TRUE
Scooby-Doo on Zombie Island,pass,7.5,2472,8,767,male,female,TRUE
The Secret of NIMH 2: Timmy to the Rescue,fail,3.1,596,4.4,242,male,female,TRUE
Shakespeare in Love,pass,7.2,74863,7.4,40644,male,female,FALSE
Show Me Love,pass,7.7,22340,7.6,7580,male,male,FALSE
Six Days Seven Nights,fail,5.7,33666,5.7,8211,male,equal,FALSE
SLC Punk!,fail,7.4,12226,7.8,3924,male,female,TRUE
Sliding Doors,pass,6.7,21979,7,14113,male,female,FALSE
Slums of Beverly Hills,pass,6.5,4591,6.8,1689,male,female,FALSE
Small Soldiers,fail,6.1,49022,6,6555,male,male,FALSE
Smoke Signals,pass,7.1,3850,7.5,1598,male,female,TRUE
Species II,pass,4.2,14007,4.4,1624,male,female,FALSE
Sphere,fail,6,46814,6,6467,male,equal,FALSE
Star Trek: Insurrection,pass,6.3,33117,6.6,3801,male,female,FALSE
Stepmom,pass,6.3,15494,7,14543,equal,female,TRUE
The Storm Riders,fail,6.4,1925,7,332,male,female,TRUE
Strike!,pass,6.2,1705,7.3,2272,female,female,TRUE
There's Something About Mary,pass,7.2,132160,6.6,36266,male,male,TRUE
The Thin Red Line,fail,7.6,85991,7.5,9237,male,male,FALSE
Trance (The Eternal),pass,4.2,656,4.1,158,male,male,FALSE
The Truman Show,fail,8.1,313039,7.9,77710,male,male,FALSE
Urban Legend,pass,5.3,25658,5.8,7730,male,female,TRUE
Vampires (John Carpenter's),fail,6.1,25996,5.9,3249,male,male,FALSE
Velvet Goldmine,fail,6.7,10664,7.5,8589,male,female,TRUE
After life,pass,7.8,3774,8,1071,male,female,FALSE
The Wedding Singer,fail,6.8,53437,7,19899,male,female,FALSE
Wild Things,fail,6.5,52962,6.3,10121,male,male,FALSE
The X Files,pass,6.9,45813,7.1,8190,male,female,FALSE
Yeogo goedam,pass,6.1,1146,6.5,458,male,female,TRUE
You've Got Mail,pass,6.3,64801,6.8,35510,male,female,TRUE
Your Friends and Neighbors,pass,6.4,4002,6.1,835,male,male,TRUE
La principessa e il povero,pass,5.9,81,6.8,54,male,female,TRUE
A Simple Wish,pass,5,1700,5.8,1296,male,female,TRUE
Actrius,pass,6.6,64,7.7,11,male,female,TRUE
Air Bud,fail,4.8,6614,5.6,2173,male,female,TRUE
Air Force One,fail,6.4,84677,6.5,12297,male,female,FALSE
Alien: Resurrection,pass,6.3,94146,6.5,11250,male,female,FALSE
Anastasia,pass,6.6,26143,7.7,26780,equal,female,TRUE
As Good as It Gets,pass,7.8,119872,7.7,36700,male,male,FALSE
Austin Powers: International Man of Mystery,fail,7.1,103090,6.7,17932,male,male,TRUE
Ayneh,pass,7.6,953,7.5,206,male,male,FALSE
Ayneh,pass,7.6,953,7.5,206,male,male,FALSE
Batman & Robin,fail,3.5,109109,4.3,16048,male,female,TRUE
Boogie Nights,pass,7.9,107290,7.6,17200,male,male,TRUE
Career Girls,fail,7.1,2050,7.2,494,male,female,FALSE
The Castle,pass,7.7,6305,7.9,1529,male,female,FALSE
Cats Don't Dance,pass,6.8,2248,7.1,1769,male,female,FALSE
Chasing Amy,pass,7.5,63837,7.1,13242,male,male,TRUE
Chun gwong cha sit (Happy Together),fail,7.7,7342,7.9,2304,male,female,FALSE
Cinderella,pass,5.6,1036,6.8,2132,female,female,TRUE
Clockwatchers,pass,6.4,1942,6.4,806,male,equal,FALSE
Con Air,fail,6.8,133506,6.8,18842,male,equal,FALSE
Conspiracy Theory,fail,6.7,39735,6.8,7563,male,female,FALSE
Contact,pass,7.4,105470,7.3,18770,male,male,FALSE
Cube,pass,7.4,88598,7.4,15324,male,equal,FALSE
Dante's Peak,pass,5.8,34740,6,6165,male,female,FALSE
The Devil's Advocate,pass,7.5,142165,7.5,30945,male,equal,FALSE
Eve's Bayou,pass,7.1,3033,7.8,1536,male,female,TRUE
Event Horizon,pass,6.7,66086,6.5,7448,male,male,FALSE
Face/Off,fail,7.3,163766,7.2,25844,male,male,FALSE
Fever Pitch,pass,6.7,4483,6.7,1256,male,equal,FALSE
Fierce Creatures,fail,6.3,10734,6.4,1894,male,female,FALSE
The Fifth Element,fail,7.6,179065,7.8,36907,male,female,FALSE
Flubber,fail,4.9,29442,5.1,7439,male,female,FALSE
For Richer or Poorer,pass,5.5,3931,6,1518,male,female,TRUE
Free Willy 3: The Rescue,fail,4.2,3566,5.2,1373,male,female,TRUE
Funny Games,pass,7.6,23890,7.6,4595,male,equal,FALSE
G.I. Jane,pass,5.7,34120,6.3,8463,male,female,TRUE
The Game,fail,7.8,143460,7.6,23778,male,male,FALSE
Gattaca,fail,7.8,113956,7.8,26388,male,equal,FALSE
George of the Jungle,pass,5.3,29017,5.8,9553,male,female,TRUE
Good Burger,fail,5.5,11821,6,2893,male,female,TRUE
Good Will Hunting,fail,8.3,283293,8.1,70837,male,male,FALSE
Grosse Pointe Blank,pass,7.4,41116,7.5,8488,male,female,FALSE
Hercules,pass,7,51323,7.5,26072,male,female,TRUE
I Know What You Did Last Summer,pass,5.6,55067,5.6,16166,male,equal,FALSE
I Think I Do,pass,6.9,810,6.4,190,male,male,TRUE
In the Company of Men,fail,7.3,6810,6.9,1061,male,male,TRUE
The Inheritance,pass,6.6,138,7.2,522,female,female,TRUE
Jackie Brown,pass,7.6,139874,7.5,17134,male,male,FALSE
Jungle 2 Jungle,fail,4.8,9164,5.5,3299,male,female,TRUE
Kiss the Girls,fail,6.5,26124,6.8,6727,male,female,FALSE
Knockin' on Heaven's Door,fail,7.9,11094,8.2,2239,male,female,FALSE
L.A. Confidential,fail,8.4,231300,8.1,36465,male,male,TRUE
La vita es bella,fail,8.6,173313,8.9,56473,male,female,TRUE
Le Acrobate,pass,6.8,92,7.4,17,male,female,TRUE
Liar Liar,fail,6.8,110063,6.7,25475,male,male,FALSE
Lost Highway,fail,7.7,54458,7.6,8800,male,male,FALSE
The Lost World: Jurassic Park,pass,6.4,137623,6.5,21005,male,female,FALSE
Men in Black,fail,7.2,205977,7.2,41063,male,equal,FALSE
Mononoke-hime,pass,8.5,101008,8.4,28309,male,male,FALSE
Mortal Kombat: Annihilation,pass,3.6,22800,4.1,2003,male,female,TRUE
Mrs Dalloway,pass,6.7,1058,7.2,713,male,female,TRUE
Murder at 1600,fail,6,14464,6.1,1705,male,female,FALSE
My Best Friend's Wedding,fail,6.1,34794,6.5,29495,male,female,TRUE
My Life in Pink ( Ma Vie En Rose ),pass,7.4,3365,7.9,1679,male,female,TRUE
Neon Genesis Evangelion: The End of Evangelion,pass,8.2,10098,7.9,1389,male,male,FALSE
Orgazmo,fail,6.2,20307,6.2,2189,male,equal,FALSE
Paradise Road,pass,6.6,1829,7.3,1017,male,female,TRUE
The Peacemaker,pass,5.9,28512,5.8,3937,male,male,FALSE
Perfect Picture,pass,5.3,5619,5.7,4598,male,female,TRUE
The Postman,fail,5.9,34013,5.9,4210,male,equal,FALSE
