film_title,male_rating,female_rating
Paint Your Wagon,6.6,6.9
The Prime of Miss Jean Brodie,7.7,8
Support Your Local Sheriff!,7.5,7.7
True Grit,7.4,7.5
Women in Love,7.4,8.1
2001: A Space Odyssey,8.4,7.8
Asterix et Cleopatre,7.1,7.4
Barbarella,5.9,6
The Bride Wore Black,7.3,7.4
Carry On... Up the Khyber,6.8,6.9
Charly,7.1,7.2
Funny Girl,7.3,8
Hang 'Em High,7,7
Head,6.6,6.7
Hellfighters,6.4,7.2
If....,7.7,7.6
The Lion in Winter,8.1,8.5
Night of the Living Dead,8,7.9
Once Upon a Time in the West,8.7,8.3
The Party,7.6,7.6
Planet of the Apes,8,7.7
The Producers,7.7,7.7
Romeo and Juliet,7.6,7.9
Rosemary's Baby,8,7.9
Star!,6.4,7.3
Taiyo no oji: Horusu no daiboken,6.8,6.5
Up the Junction,7.1,7.7
Where Eagles Dare,7.7,7.5
Yellow Submarine,7.3,7.6
Asterix the Gaul (Asterix le Gaulois),6.5,6.7
Bedazzled,6.9,7.2
Belle de Jour,7.8,7.8
Berserk,5.1,4.6
Bonnie and Clyde,7.9,8
Casino Royale,5.2,5.6
Cool Hand Luke,8.2,8.2
The Dirty Dozen,7.8,7.8
Elvira Madigan,7,7.2
The Fearless Vampire Killers,7.3,7.5
The Fox,6.7,6.8
The Graduate,8.1,8
Guess Who's Coming to Dinner,7.8,8.1
I Am Curious (Yellow),6.1,6.3
In the Heat of the Night,8,7.8
The Jungle Book,7.6,7.6
La collectionneuse,7.4,7.4
Le Samourai,8.2,7.3
Marketa Lazarova,8.2,8.1
Playtime,8,7.8
Thoroughly Modern Millie,6.8,7.3
Two for the Road,7.5,7.7
Valley of the Dolls,5.6,6.2
Wait Until Dark,7.9,8
Woman Times Seven,6,6.7
You Only Live Twice,6.9,6.8
A Big Hand for the Little Lady,7.4,7.4
A Man for All Seasons,8,8.2
Alfie,7.1,7.1
Andrei Rublev,8.3,7.4
Blood Bath,4.8,6
Blow-Up,7.7,7.7
Cathy Come Home,8,8.4
Daisies,7.3,7.9
Django,7.3,7.2
End of August at the Hotel Ozone,6.9,6.5
Fahrenheit 451,7.2,7.5
Fantastic Voyage,6.9,6.9
The Fortune Cookie,7.4,7.3
Georgy Girl,6.9,7.5
The Good the Bad and the Ugly,9,8.5
The Group,6.5,7
How to Steal a Million,7.5,8
Jesse James Meets Frankenstein's Daughter,2.8,3
L'armata Brancaleone,8,7.6
La battaglia di Algeri,8.3,7.3
Our Man Flint,6.5,6.6
Persona,8.2,8
The Sand Pebbles,7.7,7.6
The Trouble with Angels,7.1,7.9
Who's Afraid of Virginia Woolf?,8.1,8.3
A Study in Terror,6.7,7.2
Alphaville,7.2,7.4
Darling,7.2,7.4
Faster Pussycat! Kill! Kill!,6.7,7.1
The Flight of the Phoenix,7.6,7.5
For a Few Dollars More,8.4,8.1
Gulliver's Travels Beyond the Moon,6.4,8.1
Inside Daisy Clover,6.2,6.7
The Ipcress File,7.4,7.4
Juliet of the Spirits,7.6,7.8
The Pleasure Girls,5.8,6.8
Repulsion,7.8,7.9
The Sound of Music,7.8,8.4
That Darn Cat!,6.4,7
Thunderball,7,6.9
Viva Maria!,6.4,6.5
A Hard Day's Night,7.6,8.1
The Americanization of Emily,7.4,7.4
Band of Outsiders,7.9,8
Bedtime Story,6.9,6.6
Bikini Beach,5.2,5.7
Carry On Cleo,6.7,7
Code Name: Tiger,5,3.6
Dead Ringer,7.3,7.7
Der Geteilte Himmel (Divided Heaven),6.7,6.8
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.6,8.2
Fail-Safe,8,7.1
First Men in the Moon,6.7,6.8
Ghidorah the Three-Headed Monster,6.7,6.9
Goldfinger,7.8,7.5
The Gospel According to St. Matthew,7.9,7.7
Hush...Hush Sweet Charlotte,7.6,7.9
King & Country,7.7,8
The Last Man on Earth,6.9,7.1
The Long Ships,6.1,6.1
Man's Favorite Sport?,7.2,7.2
Marriage Italian Style,7.4,7.8
Mary Poppins,7.6,8.1
My Fair Lady,7.8,8.1
Onibaba,8.1,7.5
Per un pugno di dollari (A Fisful of Dollars),8.1,7.9
Rudolph the Red-Nosed Reindeer,8.1,8.3
The Train,7.9,7.8
The Umbrellas of Cherbourg,7.9,7.7
Viva Las Vegas,6.2,6.6
Woman in the Dunes,8.4,6.9
Zulu,7.8,7.6
55 Days at Peking,6.8,6.7
The Bakery Girl of Monceau,7.4,7.4
Beach Party,5.5,6.1
The Birds,7.8,7.8
Bye Bye Birdie,6.5,7
Carry on Cabby,6.3,6.6
Charade,8,8.2
Contempt,7.8,7.7
Dementia 13,5.7,6
From Russia with Love,7.5,7.3
The Great Escape,8.3,8.2
The Haunting,7.7,7.7
Irma la Douce,7.4,7.5
Khaneh siah ast (The House is Black),8,7.9
The Kiss of the Vampire,6.5,6.5
Lord of the Flies,7,7.1
Move Over Darling,6.7,7.4
The Pink Panther,7.2,7.3
Shock Corridor,7.6,7.5
Summer Magic,6.5,7.6
The Sword in the Stone,7.2,7.3
Tom Jones,6.8,6.8
X: The Man with the X-Ray Eyes,6.8,6.8
The Brain That Wouldn't Die,3.9,4
Carnival of Souls,7.1,7.3
Cleo from 5 to 7,7.9,8
The Day of the Triffids,6.1,6.1
The Devil's Hand,4.4,4.5
Dr. No,7.3,7.2
Gypsy,7,7.5
Ivanovo detstvo,8.1,7.4
Jules and Jim,7.9,7.9
The L-Shaped Room,7.4,7.9
La Jetee,8.4,8.4
Lawrence of Arabia,8.4,8.1
Les dimanches de Ville d'Avray,7.9,8.1
Lolita,7.7,7.6
The Manchurian Candidate,8,8.1
The Music Man,7.7,7.8
That Touch of Mink,6.6,7.1
To Kill a Mockingbird,8.4,8.6
The Trial of Joan of Arc,7.6,7.6
The Trial,7.8,7.9
What Ever Happened to Baby Jane?,8.1,8.3
A Taste of Honey,7.6,8
The Beast of Yucca Flats,2.4,2.4
Blue Hawaii,5.8,6.5
Breakfast at Tiffany's,7.6,8.1
The Children's Hour,7.7,8
El Cid,7.3,7.2
The Hustler,8.1,8
The Misfits,7.4,7.7
Mysterious Island,6.8,6.9
One Hundred and One Dalmatians,7.1,7.5
One Two Three,8,7.9
The Parent Trap,6.8,7.5
Paris Blues,6.7,6.8
The Phantom Planet,3.1,3
Splendor in the Grass,7.7,8
Underworld U.S.A.,7.5,7.5
West Side Story,7.6,7.7
Yojimbo,8.4,7.6
A bout de souffle,8,7.8
The Apartment,8.4,8.3
Black Sunday,7.4,7.2
Body in the Web,2.3,2.2
The City of the Dead,6.9,7
Exodus,6.8,7
Inherit the Wind,8.2,8.2
Jigoku (Hell or The Sinners of Hell),7,7.2
Late Autumn,8.1,7.9
Les yeux sans visage,7.8,7.8
Let's Make Love,6.4,6.6
The Magnificent Seven,7.8,8
Make Mine Mink,7.1,7
Psycho,8.6,8.5
Rocco and His Brothers,8.3,8.1
Spartacus,8,7.7
The Story of Ruth,6.7,7.7
Testament of Orpheus,7.3,7.6
The Truth,7.6,7.8
Where the Boys Are,6.4,7.2
Zazie dans le metro,6.9,7.1
The 400 Blows,8.2,8
A Bucket of Blood,6.8,6.9
Anatomy of a Murder,8.1,8.1
Araya,7.7,7.5
The Bat,5.9,6.3
Ben-Hur,8.2,8
Come Dance with Me!,6.3,6.6
Darby O'Gill and the Little People,7,7.5
Ghost of Dragstrip Hollow,4.8,5.3
The Giant Gila Monster,3.1,3.3
Good Morning,7.9,8
The Great War,8.3,7.9
House on Haunted Hill,6.9,7.1
Imitation of Life,7.8,8
Journey to the Center of the Earth,7,7.2
North By Northwest,8.5,8.4
The Nun's Story,7.5,7.8
Sleeping Beauty,7.2,7.7
Some Like It Hot,8.3,8.5
Suddenly Last Summer,7.7,7.8
The Tingler,6.7,7
The Wasp Woman,4.4,4.7
Auntie Mame,7.8,8.3
The Day the Sky Exploded,4.2,3.7
The Defiant Ones,7.7,7.9
Dracula (Horror of Dracula),7.5,7.4
The Fabulous World of Jules Verne,7.6,7.7
The Fly,7.1,7.1
Gigi,6.7,7.4
I Bury the Living,6.3,6.6
Indiscreet,6.7,7.3
The Inn of the Sixth Happiness,7.2,7.8
Madchen in Uniform,6.9,7.5
Mon Oncle,7.9,7.8
Run Silent Run Deep,7.4,7.8
The Screaming Skull,3.1,3.3
Separate Tables,7.6,7.8
South Pacific,6.8,7.3
Teacher's Pet,7.2,7.2
Touch of Evil,8.2,8
Vertigo,8.5,8.4
The Vikings,7.1,7.1
The Wild Women of Wongo,2,2
12 Angry Men,9,8.8
A Face in the Crowd,8.2,7.8
An Affair to Remember,7.4,7.9
The Bridge on the River Kwai,8.3,8.2
The Cranes Are Flying,8.2,7.3
Desk Set,7.2,7.7
The Enemy Below,7.6,8.1
Fire Down Below,6,6.5
Funny Face,6.9,7.3
Heaven Knows Mr. Allison,7.4,7.8
The Incredible Shrinking Man,7.7,7.7
Kanal,7.9,6.1
Night of the Demon,7.6,7.6
Nights of Cabiria,8.2,8.4
Oedipus Rex,6.7,6.4
Old Yeller,7.3,7.4
Paths of Glory,8.5,8.1
The Prince and the Showgirl,6.6,7
Sayonara,7.2,7.5
The Seventh Seal,8.3,8.1
Wild Strawberries,8.3,8.2
Sorority Girl,5.3,5.4
Sweet Smell of Success,8.2,8.2
Tammy and the Bachelor,6.6,7.3
Three Faces of Eve,7.2,7.5
The True Story of Jesse James,6.3,6.3
Witness for the Prosecution,8.5,8.5
...And God Created Woman,6.3,6.6
Around the World in Eighty Days,6.8,6.9
The Bad Seed,7.3,7.9
Bigger Than Life,7.6,7.5
Bus Stop,6.6,7
The Court Jester,7.9,8.2
Forbidden Planet,7.7,7.6
Gunslinger,2.9,2.5
Indestructible Man,3.6,3.3
Invasion of the Body Snatchers,7.8,7.7
The Iron Petticoat,5.3,5.5
The King and I,7.4,7.7
The Proud and Profane,6.2,6.8
The Searchers,8.1,7.5
The Spanish Gardener,6.8,7.4
The Ten Commandments,7.9,8
War and Peace,6.8,7.1
The Wrong Man,7.5,7.6
The Big Combo,7.5,7.4
Bride of the Monster,4,4.6
Daddy Long Legs,6.6,7
The Dam Busters,7.4,7.4
Diabolique,8.3,8.2
The Fast and the Furious,5.3,5.7
Guys and Dolls,7.1,7.6
Lady and the Tramp,7.2,7.7
The Ladykillers,7.8,8.1
Marty,7.8,7.8
The Night of the Hunter,8.1,8.3
Oklahoma!,7.1,7.6
Rebel Without a Cause,7.8,7.9
Rififi,8.3,6.7
The Seven Year Itch,7.3,7.4
Sommarnattens leende (Smiles of a Summer Night),7.9,7.9
Summertime,7.5,8.1
Tarantula,6.5,6.7
To Catch a Thief,7.5,7.7
We're No Angels,7.4,7.8
20000 Leagues Under the Sea,7.2,7
A Star Is Born,7.8,8
Attila,5.5,5.3
Creature from the Black Lagoon,7,6.8
Dial M for Murder,8.2,8.2
Executive Suite,7.4,7.4
The Glenn Miller Story,7.2,7.6
Hobson's Choice,7.9,8.2
Johnny Guitar,7.7,7.3
Journey to Italy,7.5,7.7
Knock on Wood,7,6.8
Late Chrysanthemuns,7.6,7.3
On the Waterfront,8.3,8.2
Phffft,6.5,7
Rear Window,8.6,8.6
Sabrina,7.7,7.9
Salt of the Earth,7.5,7.8
Seven Brides for Seven Brothers,7.2,7.9
Shichinin no samurai,8.8,8.2
Them!,7.3,7.2
Three Coins in the Fountain,6.2,6.8
Touchez pas au grisbi,7.9,7.8
White Christmas,7.3,8.1
The Band Wagon,7.6,7.6
The Big Heat,8,7.9
Calamity Jane,7,7.7
The Cruel Sea,7.7,8.1
Fear and Desire,5.7,6.3
From Here to Eternity,7.8,7.8
Gentlemen Prefer Blondes,7.1,7.6
The Hitch-Hiker,7,7.1
How to Marry a Millionaire,6.8,7.4
I Confess,7.3,7.4
Julius Caesar,7.4,7.4
Le Salaire de la Peur,8.4,7.1
Mesa of Lost Women,2.3,2.9
Miss Sadie Thompson,5.9,6.4
Mogambo,6.7,6.9
Peter Pan,7.3,7.6
Roman holiday,8,8.3
Salome,5.9,6.4
Shane,7.8,7.6
Stalag 17,8.1,8.3
Tokyo Story,8.3,7.4
The War of the Worlds,7.1,7.1
The Big Sky,7.2,6.9
Clash by Night,7.1,7.4
High Noon,8.2,8
Lovely to Look at,6.1,6.8
The Magic Box,7.1,7.5
The Quiet Man,8,8.1
Singin' in the Rain,8.3,8.6
A Streetcar Named Desire,8,8.3
Ace In The Hole,8.2,7.4
The African Queen,7.9,8.2
Alice in Wonderland,7.4,7.6
An American in Paris,7.2,7.4
Bellissima,7.9,8
The Day the Earth Stood Still,7.9,7.7
Diary of a Country Priest,7.9,7
Early Summer,8.2,6.5
Quo Vadis,7.2,7.3
Show Boat,6.9,7.1
Strangers on a Train,8.1,8.2
Take Care of My Little Girl,6.9,6.9
The Thing from Another World,7.3,7.3
All About Eve,8.3,8.6
The Asphalt Jungle,8,7.7
Born Yesterday,7.6,7.9
Cinderella,7.1,7.7
D.O.A.,7.4,7.4
The Flying Saucer,4.2,5.2
Harvey,8,8.4
In a Lonely Place,8,8
No Way Out,7.4,7.6
Odette,7,7.3
Orpheus,8.1,8.1
Rashomon,8.4,8.1
Summer Stock,7.1,7.6
Sunset Blvd.,8.6,8.6
A Letter to Three Wives,7.8,8.1
Adam's Rib,7.5,7.8
The Barkleys of Broadway,6.9,7.4
Caught,7.2,7.4
The Fountainhead,7.1,7
Kind Hearts and Coronets,8.2,8.4
Late Spring,8.3,6.5
Little Women,7,7.6
The Man on the Eiffel Tower,5.9,6.2
Mighty Joe Young,7,7.1
On the Town,7.6,8
Pinky,7.2,7.5
The Set-Up,7.9,6.1
The Third Man,8.4,8.3
Act of Violence,7.5,7.6
Anna Karenina,6.6,7.1
Bonnie Prince Charlie,4.9,4.5
Call Northside 777,7.4,7.5
Casbah,6.4,6.6
Command Decision,7.4,7.2
Easter Parade,7.4,7.7
Enchantment,7.1,7.8
The Fuller Brush Man,7,7.1
Hamlet,7.9,8
I Remember Mama,8.2,8.9
Mr. Blandings Builds His Dream House,7.3,7.6
Red River,7.9,6.7
The Red Shoes,8.3,8.4
Rope,8.1,8.2
Rudolph the Red-Nosed Reindeer,6.5,7.6
The Snake Pit,7.6,7.9
The Treasure of the Sierra Madre,8.4,8.3
Black Narcissus,8,8.2
Crossfire,7.4,7.5
The Egg and I,7.1,7.5
The Exile,6.8,7
The Ghost and Mrs. Muir,7.8,8.2
Good News,7.8,9
Gunfighters,6.2,7.6
Odd Man Out,7.8,7.6
The Paradine Case,6.5,6.8
The Shocking Miss Pilgrim,6.2,6.9
Beauty and the Beast,8,7.7
The Best Years of Our Lives,8.2,8.4
The Big Sleep,8.1,8.1
Deception,7.2,7.7
Devotion,6.7,6.8
Dressed to Kill,7,7.7
Duel in the sun,7,6.9
Gilda,7.7,8
The Harvey Girls,7,7.5
It's a Wonderful Life,8.7,8.6
The Jolson Story,7.5,7.8
My Darling Clementine,7.8,6.6
Notorious,8.1,8.4
The Postman Always Rings Twice,7.6,7.6
Stairway to Heaven,8.1,7.6
The Strange Woman,6.6,6.8
Two Sisters from Boston,6.5,7.2
Along Came Jones,6.5,6.8
Brief Encounter,8.1,8.4
Children of Paradise,8.4,7.5
Detour,7.5,7.3
The Enchanted Cottage,7.5,8
I Know Where I'm Going,7.7,7.9
Isle of the Dead,6.6,6.7
The Lost Weekend,8.1,8.1
Mildred Pierce,8,8.2
Objective Burma!,7.4,7.4
Rome Open City,8.1,8
Scarlet Street,7.9,7.9
The Seventh Veil,6.8,7.8
Spellbound,7.6,7.9
Arsenic and Old Lace,8,8.4
Cover Girl,6.8,7.2
Double Indemnity,8.5,8.3
Hail the Conquering Hero,7.8,7.7
I'll Be Seeing You,7.1,7.4
Laura,8.1,8.3
Meet Me in St. Louis,7.6,8
The Most Beautiful (Ichiban utsukushiku),5.8,6.7
Mr. Skeffington,7.6,8.1
National Velvet,7.3,7.5
Since You Went Away,7.6,8
To Have and Have Not,8,8.3
Torment,7.5,7.7
Window in the Window,7.8,7.8
Cry 'Havoc',6.9,7.3
Day of Wrath,8,5.8
Girl Crazy,6.9,7.2
Guadalcanal Diary,6.9,7.2
I Walked with a Zombie,7.3,7.4
Judo Saga (Sanshiro Sugata),6.9,7.2
Le Corbeau: The Raven,7.9,6
The Life and Death of Colonel Blimp,8.1,7.3
Old Acquaintance,7.5,8
Sahara,7.6,7.6
Shadow of a Doubt,8,8.3
The Sky's the Limit,6.4,6.7
Tender Comrade,6.1,6.7
Watch on the Rhine,7.4,7.9
Bambi,7.3,7.6
Black Dragons,4.2,4.6
Casablanca,8.7,8.5
Cat People,7.4,7.6
For Me and My Gal,7,7.5
I Married an Angel,5.9,6.7
The Magnificent Ambersons,7.9,8
The Major and the Minor,7.4,8.1
The Man Who Came to Dinner,7.6,8.1
Now Voyager,7.9,8.5
Son of Fury: The Story of Benjamin Blake,7.1,7.6
Tales of Manhattan,7.4,7.6
There Was a Father,7.7,7.9
To Be or Not to Be,8.3,7.8
Woman of the Year,7.3,7.6
49th Parallel,7.4,7.5
Buck Privates,7.3,8.1
Cheers for Miss Bishop,6.6,7.1
Citizen Kane,8.5,8.3
The Devil and Miss Jones,7.7,7.9
Dumbo,7.3,7.4
High Sierra,7.6,7.7
Hold That Ghost,7.6,8.1
The Lady Eve,8,8.3
The Little Foxes,8.1,8.4
The Maltese Falcon,8.2,8.1
Meet John Doe,7.7,7.8
Men of Boys Town,6.4,6.9
Mr. Bug Goes to Town,7,7.5
The Shanghai Gesture,6.8,7
Sullivan's Travels,8.2,8.3
Two-Faced Woman,6.3,6.9
The Wolf Man,7.4,7.5
A Chump at Oxford,7.4,7.3
All This and Heaven Too,7.6,8
Anne Of Windy Poplars,6.4,6.8
The Ape,4.5,4.4
Boom Town,7.1,7
Chamber of Horrors / Door with the Seven Locks,5.8,6.1
Comrade X,6.5,6.2
Dance Girl Dance,6.6,7.1
Fantasia,7.8,7.9
The Grapes of Wrath,8.2,8.1
The Great Dictator,8.5,8.6
His Girl Friday,8,8.2
The Letter,7.7,8
The Mortal Storm,7.9,8
The Philadelphia Story,8,8.5
Pinocchio,7.6,7.4
Pride and Prejudice,7.5,7.5
Primrose Path,6.9,7.4
Rebecca,8.2,8.5
The Return of Frank James,6.7,6.6
Santa Fe Trail,6.3,6.3
The Sea Hawk,7.8,7.9
Strange Cargo,7,6.4
The Thief of Bagdad,7.6,7.6
At the Circus,6.9,7.1
Babes in Arms,6.5,6.8
Dark Victory,7.5,8
Dodge City,7.2,7.3
Drums Along the Mohawk,7.2,7.2
Essex and Elizabeth,7.1,7.6
The Flying Deuces,6.9,6.7
Gone with the Wind,8.1,8.6
Goodbye Mr. Chips,7.8,7.2
The Gorilla,4.8,5.3
The Hunchback of Notre Dame,7.9,7.7
Jesse James,7.1,7.1
Juarez,7.1,7.9
Mr. Wong in Chinatown,5.9,7
Ninotchka,7.9,8.1
Of Mice and Men,7.8,6.7
The Rules of the Game,8.2,7.1
Stagecoach,8,7.2
The Story of Alexander Graham Bell,7,7.4
The Wizard of Oz,8.1,8.3
The Women,7.8,8.5
Wuthering Heights,7.7,7.9
Young Mr. Lincoln,7.7,7.4
The Adventures of Robin Hood,8,8.1
Bluebeard's Eighth Wife,7.3,7.6
Boys Town,7.3,7.5
Bringing Up Baby,8,8.3
Carefree,7,7.4
The Dawn Patrol,7.6,7.8
Four Daughters,7,7.4
Holiday,7.8,8.1
Jezebel,7.6,7.8
The Lady Vanishes,8,8.3
The Mad Miss Manton,6.8,7.4
Mr. Wong Detective,6.1,6.9
The Sisters,7,7.6
A Day at the Races,7.7,7.8
Conquest,6.7,7.2
Knight Without Armor,6.9,7.1
Lost Horizon,7.8,8.1
Make Way for Tomorrow,8.2,7.4
Nothing Sacred,7.4,8
Parnell,4.9,5.5
The Prisoner of Zenda,7.8,7.9
Shall We Dance,7.5,7.9
Snow White and the Seven Dwarfs,7.7,7.8
Stage Door,7.7,8
Stella Dallas,7.4,7.9
Topper,7.4,7.6
Born to Dance,6.7,7.1
Bullets or Ballots,7,7.3
Camille,7.4,7.9
The Charge of the Light Brigade,7.2,7.1
Earthworm Tractors,6.4,6.4
The Great Ziegfeld,6.9,7.1
The Mandarin Mystery,5.3,5.4
Modern Times,8.6,8.5
Mr. Deeds Goes to Town,8,8.2
The Only Son,7.7,6.8
Osaka Elegy,7.4,8
Pennies from Heaven,6.7,6.8
The Petrified Forest,7.6,7.9
Revolt of the Zombies,3.1,3.1
Romeo and Juliet,6.6,7.1
San Francisco,7.3,7.5
Swing Time,7.7,7.9
Theodora Goes Wild,7.3,7.8
Wife vs. Secretary,7,7.3
The 39 Steps,7.9,8
A Night At The Opera,8.1,8.2
Anna Karenina,7.1,7.3
The Bride of Frankenstein,8,7.5
Magnificent Obsession,6.9,7.4
Mutiny on the Bounty,7.9,8
Naughty Marietta,6.8,7.8
Roberta,7,7.5
Top Hat,7.8,8
Anne of Green Gables,6.9,7.3
The Cat's-Paw,6.8,7.3
Cleopatra,6.9,7.4
The Count of Monte Cristo,7.7,8
It Happened One Night,8.2,8.5
L'atalante,8,7.2
The Lost Patrol,7,7.4
Maniac,3.4,3
Of Human Bondage,7.2,7.5
The Painted Veil,6.6,7
The Scarlet Empress,7.8,7.7
Spitfire,5.5,5.4
42nd Street,7.7,8.1
Alice in Wonderland,6.4,7.1
Day of Reckoning,6.3,7.1
Duck Soup,8.1,8.1
Footlight Parade,7.7,7.9
King Kong,8,7.8
Little Women,7.3,7.5
The Private Life of Henry VIII.,7.2,7.5
Queen Christina,7.8,8.2
The Vanpire Bat,5.6,6
The Age of Consent,6.1,6
Boudu Saved from Drowning,7.6,7.6
Freaks,7.9,8
Grand Hotel,7.6,7.9
Horse Feathers,7.7,7.7
I Am a Fugitive from a Chain Gang,8.2,6.7
I Was Born But...,7.9,6.5
Island of Lost Souls,7.6,7.6
The Most Dangerous Game,7.3,7.2
The Old Dark House,7.4,7.4
White Zombie,6.5,6.6
Anna Christie,7.1,7.8
City Lights,8.6,8.7
Dracula,7.6,7.9
Frankenstein,8,8.1
Indiscreet,7.9,8.9
The Last Flight,7.7,8.5
M,8.5,8.2
Madchen in Uniform,7.6,7.9
Mata Hari,6.7,6.9
Monkey Business,7.6,7.6
Night Nurse,6.9,7.3
Pardon Us,7.1,7
The Smiling Lieutenant,7.9,8.5
Tabu: A Story of the South Seas,7.7,7.6
All Quiet on the Western Front,8.1,7.7
Anna Christie,6.8,7.6
Be Yourself,5.8,6.4
The Blue Angel,7.9,7.7
L'Age d'Or,7.6,7.5
Ladies of Leisure,6.6,7.3
Min and Bill,7.3,8.3
Morocco,7.3,7.5
The Cocoanuts,7.2,8.1
Man with a Movie Camera,8.4,8.2
Pandora's Box ,8,7.9
Un chien andalou,7.9,7.9
Welcome Danger,6.1,6.7
A Girl in Every Port,6.9,6.6
Beggars of Life,7.8,8.1
The Cameraman,8.2,8.7
The Circus,8.2,7
The Man Who Laughs,7.8,7.9
The Passion of Joan of Arc,8.4,7.5
The Patsy,8,8.8
The Power of the Press,6.2,6.8
The Racket,6.9,7.4
Speedy,7.8,8.2
Steamboat Bill Jr.,8,8.2
While the City Sleeps,6.5,7.4
Abel Gance's Napoleon,7.7,5
It,7.4,7.9
The Kid Brother,7.8,6.3
Metropolis,8.4,8.2
My Best Girl,7.6,8.2
Nevada,6.4,6.9
Sunrise: A Song of Two Humans,8.4,8.4
The Unknown,7.9,7.6
Wings,7.8,8.4
Flesh and the Devil,7.9,8.7
For Heaven's Sake,7.6,7.8
The General,8.3,8.2
So's Your Old Man,6.3,6.3
The Temptress,7,7.6
Battleship Potemkin,8.1,7.4
The Freshman,7.6,7.3
Go West,7.3,7.6
The Gold Rush,8.3,8.3
The Phantom of the Opera,7.7,7.8
Seven Chances,8,7.8
Die Nibelungen,8,6.5
Girl Shy,8,8.5
The Great White Silence,8,6.5
Kriemhild's Revenge,7.9,6
Manhandled,8,8.9
The Navigator,8,8.6
Sherlock Jr.,8.3,7.8
The Thief of Bagdad,7.8,8
Wild Oranges,7,7.4
Safety Last!,8.2,8.5
The Silent Command,5.5,6.7
Why Worry?,7.6,7.4
Haxan: Witchcraft Through the Ages,7.7,7.7
The Man from Beyond,5.9,6
Nathan der Weise,6.8,8.6
Nosferatu eine Symphonie des Grauens,8,7.9
The Paleface,7,7
The Phantom,7,7.4
The Blot,6.7,6.5
The Kid,8.4,8.6
Orphans of the Storm,7.9,8.7
The Cabinet of Dr. Caligari,8.1,7.8
Pollyanna,6.9,7.5
Broken Blossoms or The Yellow Man and the Girl,7.7,8.1
When the Clouds Roll by,7,7
Stella Maris,7.6,8.3
Tarzan of the Apes,6,5.9
A Romance of the Redwoods,6.9,7.3
A Tale of Two Cities,6.2,6.6
The Poor Little Rich Girl,6.8,7.1
Raffles the Amateur Cracksman,7.1,7.4
Rebecca of Sunnybrook Farm,7.2,8.2
Gretchen the Greenhorn,6.9,7.1
Lady Windermere's Fan,4.8,6.8
The Birth of a Nation,6.9,7
A Florida Enchantment,6.1,7
The Voyage of the Bourrichon Family,5.1,4.3
Cleopatra,5.1,5.7
The Invaders,6.2,6.4
Max and the Donkey,6,7
Mobilier fidele,6.7,7.3
Tilly the Tomboy Visits the Poor,5,5.5
Princess Nicotine; or The Smoke Fairy,6.6,7
The Eclipse: Courtship of the Sun and Moon,6.5,6.9
The Mysterious Retort,5.8,6.1
The Story of the Kelly Gang,6.4,5.9
The Scheming Gambler's Paradise,6.1,6.7
The Cook in Trouble,6.1,6.3
The Great Train Robbery,7.4,7.2
The Infernal Boiling Pot,6.9,6.9
The Monster,6.6,6.8
The Music Lover,7,7.2
Le voyage dans la lune,8.2,8.3
L'homme a la tete en caoutchouc,7.2,7.5
As Seen Through A Telescope (a.k.a The Professor and His Field Glass),5.7,5.8
The Enchanted Drawing,7.1,7.1
Explosion of a Motor Car (a.k.a The Dlights of Automobiling),6.6,7
Grandma Threading Her Needle,7.5,8
Grandma's Reading Glass,6,6.2
Hamlet ( Le Duel d'Hamlet),5.4,7
The One-Man Band,7.1,7.4
Searching Ruins on Broadway Galveston for Dead Bodies,4.9,5.2
Sherlock Holmes Baffled,5,5.4
A Turn of the Century Illusionist,6.6,7
Four Heads Are Better Than One,7.7,7.9
The House of the Devil,6.8,7.2
